parent_cluster,parent_name,sub_cluster,sub_name,sub_description,movie_count,avg_confidence
36,Crime Thrillers of Despair,1,High-Octane Crime Thrillers,"Characterized by intense action sequences and relentless chases, setting them apart from more introspective crime thrillers of despair.",31,0.844
36,Crime Thrillers of Despair,2,Psychological Descent into Darkness,"This sub-cluster is distinguished from its parent by an increased emphasis on psychological suspense and a darker exploration of the human psyche, often at the expense of traditional crime thriller elements.",16,0.508
37,The Shadowed Psyche Cluster,0,Psychological Hauntings,"Characterized by an emphasis on supernatural and family-driven narratives, setting a distinct tone of eerie introspection.",49,0.985
37,The Shadowed Psyche Cluster,1,Psychological Pursuit Cluster,"Characterized by heightened emphasis on suspenseful chases and violent crimes, distinct from its parent cluster's focus on psychological exploration.",65,0.874
37,The Shadowed Psyche Cluster,2,The Turbulent Inner Realm,"Characterized by an intense focus on family dynamics, emotional turmoil, and psychological exploration, setting it apart from its parent rail with a greater emphasis on interpersonal relationships.",11,0.813
37,The Shadowed Psyche Cluster,3,Fractured Inner Realms,"Characterized by an emphasis on complex, nuanced explorations of human relationships and emotional turmoil, distinct from the parent rail's focus on suspenseful thrills and supernatural elements.",17,0.942
37,The Shadowed Psyche Cluster,4,Psychological Shadows Within,"Characterized by an emphasis on internal struggles and moral complexities, distinct from the parent rail's focus on supernatural elements and external conflicts.",14,0.903
37,The Shadowed Psyche Cluster,5,The Haunted Inner Realm,"Characterized by an emphasis on supernatural themes, religious motifs, and psychological exploration, distinct from its parent cluster's focus on good vs. evil conflicts and heroic protagonists.",18,0.914
37,The Shadowed Psyche Cluster,6,The Darkened Mirror,"Characterized by an intense focus on psychological introspection and inner turmoil, distinguishing it from its parent rail through a heightened emphasis on the protagonist's inner struggles and emotional darkness.",8,0.773
38,Psychological Horror Thrillers,0,British Satirical Thrillers,"Characterized by its blend of dark humor and British settings, distinct from the parent rail's focus on psychological horror and suspense.",22,0.988
38,Psychological Horror Thrillers,1,Comedic Psychological Thrillers,"Characterized by their blend of dark humor and suspense, setting them apart from more overtly horror-focused Psychological Horror Thrillers.",22,0.996
38,Psychological Horror Thrillers,2,Comedic Subversion Thrillers,"Characterized by the integration of humor and satire, often at the expense of traditional psychological horror elements.",17,1.0
38,Psychological Horror Thrillers,3,Thrillers of Unsettling Descent,"Characterized by an increased emphasis on violent and disturbing content, with a focus on psychological horror elements that push the boundaries of audience comfort.",16,0.982
38,Psychological Horror Thrillers,4,Atmospheric Psychological Terror,"Characterized by an emphasis on eerie atmosphere, somber tone, and supernatural elements, setting it apart from its parent rail through a focus on mood and ambiance over explicit horror or crime thriller elements.",37,0.999
38,Psychological Horror Thrillers,5,Thriller Subversions,"Characterized by an increased emphasis on suspenseful atmosphere, rivalries, and heightened tension, distinguishing it from its parent rail with a greater focus on psychological thriller elements.",6,0.974
38,Psychological Horror Thrillers,6,Thrill Ride of Survival,"This sub-cluster prioritizes intense, suspenseful storytelling over supernatural or dramatic elements, focusing on the protagonist's desperate fight for survival.",27,1.0
38,Psychological Horror Thrillers,7,Dark Psychological Descent,"This sub-cluster is distinguished from its parent by an emphasis on intense, disturbing psychological exploration and a focus on the protagonist's inner turmoil and descent into madness.",11,0.973
38,Psychological Horror Thrillers,8,Dark Psychological Realism,"Characterized by a focus on internal psychological struggles and realistic, grounded narratives, setting it apart from more supernatural or action-oriented Psychological Horror Thrillers.",17,1.0
38,Psychological Horror Thrillers,9,Psychological Character Studies,"This sub-cluster focuses on character-driven narratives that delve into the complexities and inner turmoil of protagonists, often exploring themes of identity, trauma, and personal growth.",14,0.995
38,Psychological Horror Thrillers,10,Atmospheric Psychological Terror,"Characterized by an emphasis on eerie atmosphere, suspenseful tension, and supernatural elements, setting it apart from its parent rail with a greater focus on mood and unease.",12,0.93
38,Psychological Horror Thrillers,11,Supernatural Psychological Thrillers,"Characterized by an emphasis on enchanted creatures, supernatural phenomena, and transformative make-up, setting it apart from the parent rail with a stronger focus on fantasy elements.",18,0.971
38,Psychological Horror Thrillers,12,Thrillers of Unsettling Deception,"Characterized by an emphasis on psychological manipulation and deception, setting it apart from its parent rail through a focus on the villain's story and use of shock elements.",7,0.896
38,Psychological Horror Thrillers,13,Crime-Driven Psychological Horror,"Characterized by a focus on psychological manipulation and crime, often with a more grounded, realistic tone than traditional horror thrillers.",15,0.993
38,Psychological Horror Thrillers,14,Thriller with a Human Focus,"This sub-cluster prioritizes character-driven narratives and emotional journeys over supernatural or horror elements, resulting in a more grounded and psychologically complex thriller.",26,0.997
38,Psychological Horror Thrillers,15,Dramatized Psychological Terror,"This sub-cluster prioritizes character-driven drama and introspection over traditional horror elements, resulting in a more melancholic and suspenseful narrative.",10,1.0
38,Psychological Horror Thrillers,16,Crime-Driven Psychological Thrillers,"Characterized by a strong emphasis on crime investigation and procedural elements, setting it apart from the more supernatural or fantastical elements found in other psychological horror thrillers.",7,1.0
38,Psychological Horror Thrillers,17,Thriller Subversions,"Characterized by an emphasis on psychological manipulation and complex, suspenseful narratives over supernatural or action-oriented elements.",5,1.0
38,Psychological Horror Thrillers,18,Thriller Subversion,"Characterized by an increased emphasis on psychological suspense, crime, and drama over traditional horror elements.",8,0.992
38,Psychological Horror Thrillers,19,Gory Psychological Thrillers,"Characterized by explicit violence and action-oriented elements, setting the tone for a visceral and intense viewing experience.",16,0.95
38,Psychological Horror Thrillers,20,Dark Comedy Subversions,"This sub-cluster combines elements of psychological horror with dark humor, often subverting audience expectations and creating a unique blend of genres.",15,0.994
38,Psychological Horror Thrillers,21,Religious Psychological Thrillers,"Characterized by explicit exploration of faith and spirituality, often incorporating supernatural elements and moral ambiguity.",9,0.954
38,Psychological Horror Thrillers,22,Supernatural Psychological Thrillers,"Characterized by an emphasis on supernatural elements, eerie atmosphere, and a sense of repulsiveness, setting it apart from the parent rail's focus on psychological horror and thriller tropes.",10,0.992
38,Psychological Horror Thrillers,23,Ethereal Terror Subtext,"Characterized by an emphasis on atmospheric tension, supernatural elements, and a focus on psychological unease over explicit horror or action.",10,1.0
38,Psychological Horror Thrillers,24,Supernatural Psychological Thrills,"Characterized by an increased emphasis on supernatural elements and eerie atmosphere, distinct from its parent rail's focus on psychological horror and thriller tropes.",9,0.991
38,Psychological Horror Thrillers,25,Supernatural Folk Horror,"Characterized by an emphasis on rural settings, supernatural phenomena, and folkloric themes, distinct from the broader Psychological Horror Thrillers rail.",12,1.0
38,Psychological Horror Thrillers,26,American Supernatural Thrills,"Characterized by an emphasis on supernatural elements, American settings, and a focus on thrilling narrative twists.",7,0.995
38,Psychological Horror Thrillers,27,European Gothic Mysteries,"Characterized by an emphasis on supernatural phenomena, enchanted creatures, and village stories set against a backdrop of psychological suspense and unease.",10,1.0
38,Psychological Horror Thrillers,28,American Psychological Mysteries,"Characterized by supernatural elements and a focus on American settings, this sub-cluster diverges from the parent rail by incorporating fantastical realms and changing life directions.",7,1.0
38,Psychological Horror Thrillers,29,European Psyche Thrillers,"Characterized by a strong focus on psychological tension, drama, and self-discovery set against the backdrop of European culture and society.",5,1.0
38,Psychological Horror Thrillers,30,American Metaphysical Thrillers,"Characterized by a blend of psychological horror and American settings, with an emphasis on moral redemption and law enforcement narratives.",5,1.0
38,Psychological Horror Thrillers,31,Survival Horror Subcluster,"Characterized by an emphasis on physical survival and action, distinguishing it from the parent Psychological Horror Thrillers rail.",11,0.998
38,Psychological Horror Thrillers,32,Thriller Subversions,"Characterized by an emphasis on suspenseful atmosphere and a lack of explicit horror elements, setting it apart from its parent rail's focus on psychological distress.",9,0.996
40,Psychological Thrillers of Isolation,0,Isolated Psyche Descent,"Characterized by an intense focus on the protagonist's psychological unraveling, often with a blurring of lines between reality and madness.",12,0.504
40,Psychological Thrillers of Isolation,1,Isolated Psyche Odyssey,"Character-driven explorations of inner turmoil and psychological fragmentation, distinct from the parent rail's focus on external threats and survival struggles.",9,0.676
40,Psychological Thrillers of Isolation,2,Thrillers of Obsession,"Characterized by a strong focus on detective work, retribution, and the pursuit of justice, setting it apart from its parent rail's emphasis on psychological suspense and exploration of isolation.",9,0.395
40,Psychological Thrillers of Isolation,3,Thrillers of Isolated Descent,"This sub-cluster distinguishes itself from its parent by focusing on the psychological and emotional unraveling of isolated protagonists, often with a strong emphasis on family struggles and relationship turmoil.",14,0.547
40,Psychological Thrillers of Isolation,4,Isolated Quests with Humor,"Characterized by a blend of psychological tension and comedic relief, setting it apart from its isolation-focused parent rail.",67,0.805
41,High-Octane Thrill Ride,0,Thrill Ride with a Twist,"Characterized by an increased emphasis on high-stakes action, technical spectacle, and morally complex conflicts, setting it apart from the parent rail's focus on straightforward thrills.",67,0.896
41,High-Octane Thrill Ride,1,Thriller's Darker Edge,"Characterized by intense psychological suspense and moral complexity, this sub-cluster delves deeper into the human psyche than its parent rail.",32,0.959
41,High-Octane Thrill Ride,2,Mystery-Driven Thrills,"Characterized by elevated emphasis on mystery, drama, and suspense over high-octane action and adventure.",25,0.903
41,High-Octane Thrill Ride,3,French Noir Revival,"Characterized by its focus on psychological manipulation, family restoration, and metropolitan settings, distinct from the high-octane action and adventure of the parent rail.",5,0.586
41,High-Octane Thrill Ride,4,American Crime Frenzy,"Characterized by intense, crime-driven narratives set in America, with a focus on flawed protagonists and explicit violence.",21,0.815
42,Gritty Crime Thrillers,0,Crime Dramas with Family Focus,This sub-cluster distinguishes itself from the parent rail by prioritizing family drama and character development over fast-paced action and thriller elements.,13,0.884
42,Gritty Crime Thrillers,1,Crime Thrillers with Family Focus,This sub-cluster stands out from its parent rail by prioritizing family dynamics and moral exploration over traditional crime thriller elements.,15,0.92
42,Gritty Crime Thrillers,2,Darkly Unpredictable Thrills,"Characterized by increased focus on psychological complexity, genre-bending plot twists, and morally ambiguous protagonists.",5,0.953
42,Gritty Crime Thrillers,3,Crime Thrillers of Deceit,"Characterized by a focus on intricate plots, treachery, and survival over traditional family dynamics.",26,0.933
43,Action Thrill Ride Cluster,0,Crime Thriller Subcluster,"Characterized by a strong focus on crime, law enforcement, and moral exploration, setting it apart from the Action Thrill Ride Cluster's emphasis on high-stakes action and adventure.",19,1.0
43,Action Thrill Ride Cluster,1,Dark Crime Odyssey,"Characterized by a focus on psychological suspense and drama, with a emphasis on crime and retribution over high-stakes action and thrills.",25,0.999
43,Action Thrill Ride Cluster,2,Survival Epic Cluster,"Characterized by an emphasis on psychological challenges, natural splendor, and female-centric narratives, setting it apart from the action-packed thrill rides of its parent cluster.",24,1.0
43,Action Thrill Ride Cluster,3,Crime Thriller Subcluster,"Characterized by a focus on crime and retribution, with an emphasis on dark humor and unconventional storytelling.",22,1.0
43,Action Thrill Ride Cluster,4,High-Octane Adventure Cluster,"Characterized by an emphasis on thrilling action sequences, expert protagonists, and sophisticated visual effects integration.",30,1.0
43,Action Thrill Ride Cluster,5,War-Torn Action Flicks,"Characterized by a strong emphasis on wartime narratives and themes, setting it apart from the broader Action Thrill Ride Cluster.",13,1.0
43,Action Thrill Ride Cluster,6,High-Octane Crime Thrillers,Character-driven stories with intense action sequences and a focus on crime investigation.,12,1.0
43,Action Thrill Ride Cluster,7,Thriller Escalation Cluster,"Characterized by an increased emphasis on retribution and intense, suspenseful narratives, distinct from the Action Thrill Ride Cluster's focus on high-octane action sequences.",14,1.0
